ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes,city_location,lea_name,is_magnet,ap_count,stem_score,arts_participants,world_lang,norm_ap_count,norm_arts,norm_world_lang
063877011005,Alder Creek Middle,39.345182,-120.177465,598.0,34.0,2,1,17.58823529411765,0.0398930838623454,0.0432408056919531,-4.0,0.0,Truckee,Tahoe-Truckee Unified,0,0,0.1201,157,31,0.0,0.2491525423728813,0.007627952755905512
063879006523,Redwood High,37.938,-122.5242,1930.0,99.0,3,1,19.49494949494949,0.1289007684597393,0.0481131588456971,967.0,0.4158458244111349,Larkspur,Tamalpais Union High,0,0,0.1014,83,667,0.0,0.12372881355932204,0.16412401574803148
063879006524,San Andreas High (Continuation),37.9353,-122.5261,70.0,6.0,3,4,11.666666666666666,0.0046107584363514,0.0281090289608177,-4.0,0.0,Larkspur,Tamalpais Union High,0,0,0.0886,276,15,0.0,0.45084745762711864,0.0036909448818897637
063879006525,Archie Williams High,37.9836,-122.5729,1275.0,65.0,3,1,19.615384615384617,0.0851319746074173,0.0484209146900799,854.0,0.3674518201284796,San Anselmo,Tamalpais Union High,1,0,0.4502,316,380,0.0,0.5186440677966102,0.09350393700787402
063879006526,Tamalpais High,37.8912,-122.5296,1644.0,81.0,3,1,20.296296296296298,0.1097895088539926,0.0501608934317622,921.0,0.3961456102783726,Mill Valley,Tamalpais Union High,0,0,0.186,197,129,0.0,0.3169491525423729,0.03174212598425197
063879010109,Tamiscal High (Alternative),37.9378,-122.5298,119.0,10.0,3,4,11.9,0.0078850651520213,0.0287052810902896,-4.0,0.0,Larkspur,Tamalpais Union High,0,0,0.1317,240,16,0.0,0.38983050847457623,0.003937007874015748
063888006528,Jacobsen Middle,35.12689,-118.435448,939.0,43.0,2,1,21.837209302325583,0.0626795856999666,0.0540984905510875,-4.0,0.0,Tehachapi,Tehachapi Unified,0,0,0.073,128,261,0.0,0.19999999999999998,0.06422244094488189
063888006529,Tehachapi High,35.121683,-118.434471,1263.0,54.0,3,1,23.38888888888889,0.0843301035750083,0.0580636002271436,517.0,0.2231263383297644,Tehachapi,Tehachapi Unified,0,0,0.0925,221,412,0.0,0.35762711864406777,0.10137795275590551
063888006530,Tompkins Elementary,35.118146,-118.448828,616.0,26.0,1,1,23.692307692307693,0.0410958904109589,0.0588389464028305,-4.0,0.0,Tehachapi,Tehachapi Unified,0,0,0.0533,171,221,0.0,0.27288135593220336,0.05437992125984252
063888008994,Golden Hills Elementary,35.128769,-118.48967,686.0,28.0,1,1,24.5,0.0457734714333444,0.0609028960817717,-4.0,0.0,Tehachapi,Tehachapi Unified,0,0,0.0245,81,71,0.0,0.12033898305084746,0.017470472440944882
063888010110,Cummings Valley Elementary,35.13348,-118.575863,606.0,25.0,1,1,24.24,0.0404276645506181,0.0602385008517887,-4.0,0.0,Tehachapi,Tehachapi Unified,0,0,0.1992,225,84,0.0,0.3644067796610169,0.020669291338582675
063898002195,Dr. Doug Sears Learning Center,34.094111,-118.067221,51.0,3.0,3,4,17.0,0.0033411293017039,0.0417376490630323,-4.0,0.0,Temple City,Temple City Unified,0,0,0.0528,38,2,0.0,0.04745762711864407,0.0004921259842519685
063898006534,Cloverly Elementary,34.099395,-118.061797,354.0,12.0,2,1,29.5,0.02358837287003,0.0736797274275979,-4.0,0.0,Temple City,Temple City Unified,0,0,0.1061,166,18,0.0,0.26440677966101694,0.0044291338582677165
063898006535,Emperor Elementary,34.115934,-118.078961,560.0,21.0,1,1,26.666666666666668,0.0373538255930504,0.0664395229982964,-4.0,0.0,San Gabriel,Temple City Unified,0,0,0.0721,94,180,0.0,0.14237288135593218,0.04429133858267716
063898006536,La Rosa Elementary,34.093297,-118.064901,471.0,22.0,1,1,21.40909090909091,0.0314066154360173,0.0530044912498064,-4.0,0.0,Temple City,Temple City Unified,0,0,0.1649,224,149,0.0,0.36271186440677966,0.03666338582677165
063898006537,Longden Elementary,34.11236,-118.06532,708.0,31.0,1,1,22.83870967741936,0.0472435683260942,0.0566576908281585,-4.0,0.0,Temple City,Temple City Unified,1,0,0.4115,84,105,0.0,0.12542372881355932,0.025836614173228346
063898006538,Oak Avenue Intermediate,34.118604,-118.069091,767.0,32.0,2,1,23.96875,0.0511861009021049,0.0595453577512776,-4.0,0.0,Temple City,Temple City Unified,0,0,0.021,158,236,0.0,0.25084745762711863,0.058070866141732284
063898006540,Temple City High,34.118171,-118.063991,1810.0,78.0,3,1,23.205128205128204,0.1208820581356498,0.0575940243742628,262.0,0.1139186295503212,Temple City,Temple City Unified,0,0,0.1082,232,277,0.0,0.3762711864406779,0.06815944881889764
063898007145,Temple City Virtual Academy,34.106894,-118.057544,540.0,24.0,4,4,22.5,0.0360173738723688,0.0557921635434412,-4.0,0.0,Temple City,Temple City Unified,0,0,0.3466,187,215,0.0,0.3,0.05290354330708661
063900002780,Eagle Canyon High,35.544483,-120.71145,16.0,1.0,3,4,16.0,0.0010023387905111,0.0391822827938671,-4.0,0.0,Templeton,Templeton Unified,0,0,0.0143,246,0,0.0,0.39999999999999997,0.0
063900004016,Vineyard Elementary,35.541702,-120.743002,430.0,18.0,1,1,23.88888888888889,0.0286668894086201,0.0593412833617262,-4.0,0.0,Templeton,Templeton Unified,0,0,0.2065,200,93,0.0,0.3220338983050847,0.022883858267716536
063900006541,Templeton Elementary,35.546895,-120.709435,424.0,19.0,1,1,22.31578947368421,0.0282659538924156,0.0553214381780686,-4.0,0.0,Templeton,Templeton Unified,0,0,0.0877,106,106,0.0,0.16271186440677965,0.02608267716535433
063900006542,Templeton High,35.542212,-120.711348,760.0,35.0,3,1,21.714285714285715,0.0507183427998663,0.0537843757605256,185.0,0.0809421841541755,Templeton,Templeton Unified,1,0,0.311,128,97,0.0,0.19999999999999998,0.02386811023622047
063900007776,Templeton Independent Study High,35.544483,-120.71145,87.0,3.0,3,4,29.0,0.0057467423989308,0.0724020442930153,-4.0,0.0,Templeton,Templeton Unified,0,0,0.1219,88,10,0.0,0.13220338983050847,0.0024606299212598425
063900008622,Templeton Home,35.544483,-120.71145,72.0,3.0,1,4,24.0,0.0047444036084196,0.0596252129471891,-4.0,0.0,Templeton,Templeton Unified,0,0,0.0718,116,25,0.0,0.1796610169491525,0.006151574803149606
063900008996,Templeton Middle,35.545851,-120.710074,505.0,23.0,2,1,21.95652173913044,0.033678583361176,0.0544033775275905,-4.0,0.0,Templeton,Templeton Unified,0,0,0.1242,266,43,0.0,0.43389830508474575,0.010580708661417323
063906004200,Carl Smith Middle,35.95631,-119.038974,273.0,12.0,2,1,22.75,0.0181757434012696,0.0564310051107325,-4.0,0.0,Terra Bella,Terra Bella Union Elementary,1,0,0.3095,161,37,0.0,0.25593220338983047,0.009104330708661417
063906006543,Terra Bella Elementary,35.959521,-119.039509,509.0,25.0,1,1,20.36,0.0339458737053124,0.0503236797274276,-4.0,0.0,Terra Bella,Terra Bella Union Elementary,0,0,0.1028,195,58,0.0,0.3135593220338983,0.014271653543307086
063918006544,Nelson Avenue Middle,39.525819,-121.579443,442.0,22.0,2,1,20.09090909090909,0.029468760441029,0.0496360538949976,-4.0,0.0,Oroville,Thermalito Union Elementary,0,0,0.0836,281,144,0.0,0.45932203389830506,0.03543307086614173
063918006545,Poplar Avenue Elementary,39.512599,-121.61128,302.0,13.0,1,1,23.23076923076923,0.0201135983962579,0.0576595465862927,-4.0,0.0,Oroville,Thermalito Union Elementary,0,0,0.0469,171,106,0.0,0.27288135593220336,0.02608267716535433
063918006546,Sierra Avenue Elementary,39.509178,-121.589101,410.0,18.0,1,1,22.77777777777778,0.0273304376879385,0.0565019875070982,-4.0,0.0,Oroville,Thermalito Union Elementary,0,0,0.088,290,130,0.0,0.47457627118644063,0.03198818897637795
063918010470,Heritage Community Day,39.525813,-121.57943,10.0,1.0,1,4,10.0,0.0006014032743067,0.0238500851788756,-4.0,0.0,Oroville,Thermalito Union Elementary,0,0,0.1691,72,2,0.0,0.10508474576271186,0.0004921259842519685
063918010743,Plumas Avenue Elementary,39.520353,-121.575716,319.0,14.0,1,1,22.785714285714285,0.0212495823588372,0.0565222681917741,-4.0,0.0,Oroville,Thermalito Union Elementary,0,0,0.1476,262,106,0.0,0.4271186440677966,0.02608267716535433
063921006547,Three Rivers Elementary,36.442479,-118.902905,101.0,9.0,1,1,11.22222222222222,0.0066822586034079,0.0269733106189664,-4.0,0.0,Three Rivers,Three Rivers Union Elementary,0,0,0.14,214,32,0.0,0.34576271186440677,0.007874015748031496
063930006548,Tipton Elementary,36.061879,-119.309768,536.0,27.0,1,1,19.85185185185185,0.0357500835282325,0.049025175089911,-4.0,0.0,Tipton,Tipton Elementary,0,0,0.0996,72,205,0.0,0.10508474576271186,0.05044291338582677
063942002213,Jefferson Middle,33.8319,-118.3576,669.0,26.0,2,1,25.73076923076923,0.0446374874707651,0.0640479622592058,-4.0,0.0,Torrance,Torrance Unified,0,0,0.2007,125,90,0.0,0.19491525423728812,0.02214566929133858
063942002214,Edward J. Richardson Middle,33.8105,-118.3676,637.0,28.0,2,1,22.75,0.0424991647176745,0.0564310051107325,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0954,146,73,0.0,0.23050847457627116,0.01796259842519685
063942006549,John Adams Elementary,33.809035,-118.317901,447.0,18.0,1,1,24.83333333333333,0.0298028733711994,0.0617546848381601,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1698,163,177,0.0,0.25932203389830505,0.04355314960629921
063942006550,Anza Elementary,33.8344,-118.3649,582.0,24.0,1,1,24.25,0.0388239224858002,0.0602640545144804,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0271,22,86,0.0,0.02033898305084746,0.021161417322834646
063942006551,Arlington Elementary,33.8686,-118.317,543.0,22.0,1,1,24.681818181818183,0.0362178416304711,0.0613675081307108,-4.0,0.0,Torrance,Torrance Unified,0,0,0.2113,59,108,0.0,0.08305084745762711,0.0265748031496063
063942006552,Joseph Arnold Elementary,33.822,-118.357,611.0,25.0,1,1,24.44,0.0407617774807885,0.0607495741056218,-4.0,0.0,Torrance,Torrance Unified,0,0,0.128,236,118,0.0,0.3830508474576271,0.029035433070866142
063942006553,Calle Mayor Middle,33.8152,-118.3637,648.0,31.0,2,1,20.90322580645161,0.0432342131640494,0.0517118206297741,-4.0,0.0,Torrance,Torrance Unified,0,0,0.2051,145,226,0.0,0.22881355932203387,0.05561023622047244
063942006554,Evelyn Carr Elementary,33.8773,-118.3328,344.0,15.0,1,1,22.933333333333334,0.0229201470096892,0.0568994889267461,-4.0,0.0,Torrance,Torrance Unified,1,0,0.4507,246,40,0.0,0.39999999999999997,0.00984251968503937
063942006555,Casimir Middle,33.874,-118.3215,640.0,29.0,2,1,22.06896551724138,0.0426996324757768,0.0546907125653527,-4.0,0.0,Torrance,Torrance Unified,1,0,0.3038,162,87,0.0,0.2576271186440678,0.02140748031496063
063942006557,Edison Elementary,33.865039,-118.340025,483.0,19.0,1,1,25.42105263157895,0.0322084864684263,0.0632565229086344,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1605,211,109,0.0,0.3406779661016949,0.026820866141732284
063942006558,Fern Elementary,33.8349,-118.3319,501.0,20.0,1,1,25.05,0.0334112930170397,0.0623083475298126,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0405,121,148,0.0,0.18813559322033896,0.03641732283464567
063942006559,Hickory Elementary,33.8192,-118.3353,849.0,33.0,1,1,25.727272727272727,0.0566655529568994,0.0640390274121108,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0218,194,331,0.0,0.311864406779661,0.08144685039370078
063942006560,J. H. Hull Middle,33.8148,-118.3171,636.0,29.0,2,1,21.93103448275862,0.0424323421316404,0.0543382482523644,-4.0,0.0,Torrance,Torrance Unified,0,0,0.071,90,42,0.0,0.13559322033898302,0.010334645669291338
063942006563,Lincoln Elementary,33.8791,-118.3204,404.0,16.0,1,1,25.25,0.026929502171734,0.0628194207836456,-4.0,0.0,Torrance,Torrance Unified,1,0,0.263,288,140,0.0,0.47118644067796606,0.0344488188976378
063942006564,Bert M. Lynn Middle,33.8506,-118.3641,558.0,23.0,2,1,24.26086956521739,0.0372201804209822,0.0602918302347974,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1025,242,170,0.0,0.3932203389830508,0.041830708661417325
063942006565,Madrona Middle,33.834657,-118.344295,653.0,31.0,2,1,21.06451612903226,0.0435683260942198,0.0521239764796395,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1982,191,156,0.0,0.30677966101694915,0.038385826771653545
063942006566,Philip Magruder Middle,33.8626,-118.3455,528.0,24.0,2,1,22.0,0.0352155028399599,0.0545144804088586,-4.0,0.0,Torrance,Torrance Unified,0,0,0.122,125,176,0.0,0.19491525423728812,0.04330708661417323
063942006568,North High,33.8639,-118.3364,1748.0,77.0,3,1,22.7012987012987,0.1167390578015369,0.0563065554547667,518.0,0.2235546038543897,Torrance,Torrance Unified,1,0,0.3642,44,522,0.0,0.057627118644067804,0.12844488188976377
063942006570,Riviera Elementary,33.8081,-118.3735,588.0,26.0,1,1,22.615384615384617,0.0392248580020046,0.0560870134975756,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1433,160,229,0.0,0.2542372881355932,0.05634842519685039
063942006571,Seaside Elementary,33.8204,-118.3646,503.0,19.0,1,1,26.473684210526315,0.0335449381891079,0.0659463821393347,-4.0,0.0,Torrance,Torrance Unified,1,0,0.4027,338,129,0.0,0.5559322033898305,0.03174212598425197
063942006572,Shery (Kurt T.) High (Continuation),33.8231,-118.3239,109.0,7.0,3,4,15.571428571428571,0.0072168392916805,0.0380871258213677,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1437,249,37,0.0,0.40508474576271186,0.009104330708661417
063942006573,South High,33.8115,-118.3638,1962.0,86.0,3,1,22.813953488372093,0.1310390912128299,0.056594429697714,547.0,0.2359743040685225,Torrance,Torrance Unified,0,0,0.1873,236,572,0.0,0.3830508474576271,0.140748031496063
063942006575,Torrance Elementary,33.8244,-118.3217,460.0,19.0,1,1,24.21052631578948,0.0306715669896424,0.0601631847933291,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0414,289,93,0.0,0.4728813559322034,0.022883858267716536
063942006576,Torrance High,33.83,-118.3216,1941.0,83.0,3,1,23.3855421686747,0.1296358169061142,0.058055048131196,658.0,0.2835117773019271,Torrance,Torrance Unified,0,0,0.1093,118,314,0.0,0.1830508474576271,0.07726377952755906
063942006577,Towers Elementary,33.855,-118.3754,597.0,23.0,1,1,25.95652173913044,0.0398262612763114,0.0646248426042515,-4.0,0.0,Torrance,Torrance Unified,0,0,0.091,245,214,0.0,0.3983050847457627,0.05265748031496063
063942006578,Victor Elementary,33.8444,-118.3655,962.0,39.0,1,1,24.666666666666668,0.0642165051787504,0.0613287904599659,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1117,86,356,0.0,0.1288135593220339,0.08759842519685039
063942006579,Walteria Elementary,33.8004,-118.3469,620.0,24.0,1,1,25.83333333333333,0.0413631807550952,0.0643100511073253,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0694,135,105,0.0,0.211864406779661,0.025836614173228346
063942006580,West High,33.8464,-118.3681,1871.0,79.0,3,1,23.68354430379747,0.1249582358837287,0.0588165527354279,520.0,0.2244111349036402,Torrance,Torrance Unified,0,0,0.078,169,745,0.0,0.2694915254237288,0.18331692913385828
063942006581,Howard Wood Elementary,33.8123,-118.3215,356.0,16.0,1,1,22.25,0.0237220180420982,0.0551533219761499,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1155,121,135,0.0,0.18813559322033896,0.03321850393700787
063942006582,Yukon Elementary,33.8687,-118.3356,332.0,13.0,1,1,25.53846153846154,0.0221182759772803,0.0635565456689817,-4.0,0.0,Torrance,Torrance Unified,0,0,0.1471,173,130,0.0,0.27627118644067794,0.03198818897637795
063942011674,Gene Drevno Community Day,33.8258,-118.3215,16.0,1.0,3,4,16.0,0.0010023387905111,0.0391822827938671,-4.0,0.0,Torrance,Torrance Unified,0,0,0.0398,251,5,0.0,0.40847457627118644,0.0012303149606299212
063960006594,Traver Elementary,36.457708,-119.481787,217.0,10.0,1,1,21.7,0.0144336785833611,0.053747870528109,-4.0,0.0,Traver,Traver Joint Elementary,0,0,0.0372,240,75,0.0,0.38983050847457623,0.018454724409448817
063963002845,Foxboro Elementary,38.3254,-121.9656,666.0,29.0,1,1,22.96551724137931,0.0444370197126628,0.0569817305997767,-4.0,0.0,Vacaville,Travis Unified,0,0,0.0482,99,126,0.0,0.15084745762711863,0.031003937007874016
063963005418,Travis Elementary,38.2706,-121.9566,405.0,18.0,1,1,22.5,0.0269963247577681,0.0557921635434412,-4.0,0.0,Travis AFB,Travis Unified,0,0,0.199,194,84,0.0,0.311864406779661,0.020669291338582675
063963006595,Center Elementary,38.282236,-121.955098,519.0,20.0,1,1,25.95,0.0346140995656531,0.0646081771720613,-4.0,0.0,Fairfield,Travis Unified,0,0,0.2113,85,107,0.0,0.1271186440677966,0.026328740157480313
063963006596,Golden West Middle,38.2777,-121.9615,722.0,33.0,2,1,21.87878787878788,0.0481790845305713,0.0542047390428991,-4.0,0.0,Fairfield,Travis Unified,0,0,0.1426,153,77,0.0,0.2423728813559322,0.01894685039370079
063963006597,Travis Education Center,38.2799,-121.9614,73.0,5.0,3,4,14.6,0.0048112261944537,0.0356047700170357,-4.0,0.0,Fairfield,Travis Unified,0,0,0.198,178,8,0.0,0.2847457627118644,0.001968503937007874
063963006598,Scandia Elementary,38.2756,-121.9453,455.0,19.0,1,1,23.94736842105263,0.0303374540594721,0.059490719985654,-4.0,0.0,Travis AFB,Travis Unified,0,0,0.115,126,112,0.0,0.1966101694915254,0.027559055118110236
063963006600,Vanden High,38.2822,-121.9621,1673.0,68.0,3,1,24.602941176470587,0.1117273638489809,0.0611659484918328,506.0,0.2184154175588865,Fairfield,Travis Unified,0,0,0.2003,288,641,0.0,0.47118644067796606,0.1577263779527559
063963008642,Travis Independent Study,38.2791,-121.9608,78.0,2.0,4,4,39.0,0.0051453391246241,0.0979557069846678,-4.0,0.0,Fairfield,Travis Unified,0,0,0.1609,142,23,0.0,0.223728813559322,0.005659448818897638
063963008998,Cambridge Elementary,38.3328,-121.9512,663.0,26.0,1,1,25.5,0.0442365519545606,0.0634582623509369,-4.0,0.0,Vacaville,Travis Unified,0,0,0.16,74,42,0.0,0.10847457627118644,0.010334645669291338
063969006601,Tres Pinos Elementary,36.801092,-121.335844,63.0,4.0,1,1,15.75,0.0041430003341129,0.0385434412265758,-4.0,0.0,Tres Pinos,Tres Pinos Union Elementary,1,0,0.345,306,14,0.0,0.5016949152542374,0.0034448818897637795
063972006602,Trinidad Union,41.060362,-124.143541,193.0,9.0,1,1,21.444444444444443,0.0128299365185432,0.0530948324815445,-4.0,0.0,Trinidad,Trinidad Union Elementary,0,0,0.1534,245,56,0.0,0.3983050847457627,0.013779527559055118
063975006603,Trinity Center Elementary,40.983202,-122.70678,9.0,1.0,1,1,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0,Trinity Center,Trinity Center Elementary,0,0,0.1656,63,3,0.0,0.08983050847457627,0.0007381889763779527
063984006608,Trona Elementary,35.77056,-117.369943,145.0,8.0,1,1,18.125,0.0096224523889074,0.0446124361158432,-4.0,0.0,Trona,Trona Joint Unified,0,0,0.0929,76,19,0.0,0.11186440677966102,0.004675196850393701
063984006609,Trona High,35.77056,-117.369943,128.0,10.0,3,1,12.8,0.008486468426328,0.0310051107325383,82.0,0.036830835117773,Trona,Trona Joint Unified,0,0,0.0247,104,45,0.0,0.15932203389830507,0.01107283464566929
063987006611,Cherry Avenue Middle,36.215623,-119.337129,447.0,24.0,2,1,18.625,0.0298028733711994,0.0458901192504258,-4.0,0.0,Tulare,Tulare City,0,0,0.1668,187,58,0.0,0.3,0.014271653543307086
063987006612,Garden Elementary,36.21904,-119.340667,638.0,33.0,1,1,19.33333333333333,0.0425659873037086,0.0477001703577512,-4.0,0.0,Tulare,Tulare City,0,0,0.034,242,91,0.0,0.3932203389830508,0.022391732283464565
063987006613,Frank Kohn Elementary,36.20456,-119.320905,622.0,26.0,1,1,23.923076923076923,0.0414968259271633,0.0594286463110994,-4.0,0.0,Tulare,Tulare City,0,0,0.1533,122,153,0.0,0.18983050847457625,0.03764763779527559
063987006614,Lincoln Elementary,36.199113,-119.334764,236.0,12.0,1,1,19.666666666666668,0.0157033077180086,0.0485519591141397,-4.0,0.0,Tulare,Tulare City,0,0,0.1616,141,21,0.0,0.22203389830508471,0.005167322834645669
063987006615,Maple Elementary,36.212523,-119.358245,604.0,28.0,1,1,21.571428571428573,0.0402940193785499,0.0534193234363592,-4.0,0.0,Tulare,Tulare City,0,0,0.0634,150,97,0.0,0.23728813559322032,0.02386811023622047
063987006616,Mulcahy Middle,36.20002,-119.360814,630.0,33.0,2,1,19.09090909090909,0.042031406615436,0.0470806876258324,-4.0,0.0,Tulare,Tulare City,0,0,0.1528,299,157,0.0,0.48983050847457626,0.03863188976377953
063987006617,Roosevelt Elementary,36.201511,-119.361364,533.0,25.0,1,1,21.32,0.0355496157701303,0.0527768313458262,-4.0,0.0,Tulare,Tulare City,0,0,0.2057,245,190,0.0,0.3983050847457627,0.04675196850393701
063987006618,Wilson Elementary,36.20877,-119.334102,464.0,23.0,1,1,20.17391304347826,0.0309388573337788,0.0498481593956003,-4.0,0.0,Tulare,Tulare City,0,0,0.1971,204,93,0.0,0.3288135593220339,0.022883858267716536
063987007469,Heritage Elementary,36.228562,-119.360837,614.0,27.0,1,1,22.74074074074074,0.0409622452388907,0.0564073443119439,-4.0,0.0,Tulare,Tulare City,0,0,0.199,212,243,0.0,0.3423728813559322,0.05979330708661417
063987008422,Tulare City Community Day,36.199113,-119.334764,4.0,1.0,2,4,4.0,0.0002004677581022,0.0085178875638841,-4.0,0.0,Tulare,Tulare City,0,0,0.0544,46,1,0.0,0.06101694915254237,0.00024606299212598425
063987008999,Cypress Elementary,36.187976,-119.324066,520.0,22.0,1,1,23.63636363636364,0.0346809221516872,0.0586959888493108,-4.0,0.0,Tulare,Tulare City,0,0,0.1178,152,69,0.0,0.2406779661016949,0.016978346456692914
063987009201,Pleasant Elementary,36.217504,-119.372906,666.0,29.0,1,1,22.96551724137931,0.0444370197126628,0.0569817305997767,-4.0,0.0,Tulare,Tulare City,0,0,0.202,299,98,0.0,0.48983050847457626,0.024114173228346455
063987009647,Live Oak Middle,36.219888,-119.321054,377.0,22.0,2,1,17.136363636363637,0.0251252923488139,0.0420861080997367,-4.0,0.0,Tulare,Tulare City,0,0,0.0758,281,87,0.0,0.45932203389830506,0.02140748031496063
063987011371,Los Tules Middle,36.22864,-119.35911,613.0,29.0,2,1,21.13793103448276,0.0408954226528566,0.0523115784526816,-4.0,0.0,Tulare,Tulare City,0,0,0.0594,217,78,0.0,0.3508474576271186,0.019192913385826772
063987012002,Mission Valley Elementary,36.233976,-119.321662,833.0,38.0,1,1,21.92105263157895,0.0555963915803541,0.054312740966556,-4.0,0.0,Tulare,Tulare City,0,0,0.1041,64,264,0.0,0.09152542372881356,0.06496062992125984
063987012991,Tulare Support,36.199113,-119.334764,9.0,1.0,1,4,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0,Tulare,Tulare City,0,0,0.1353,234,3,0.0,0.3796610169491525,0.0007381889763779527
063987013286,Alpine Vista,36.201343,-119.305404,1394.0,60.0,1,1,23.23333333333333,0.0930838623454727,0.0576660988074957,-4.0,0.0,Tulare,Tulare City,0,0,0.0895,138,244,0.0,0.21694915254237288,0.060039370078740155
063993002852,Tulare Technical Preparatory High,36.19604,-119.357271,17.0,3.0,3,4,5.666666666666667,0.0010691613765452,0.0127768313458262,-4.0,0.0,Tulare,Tulare Joint Union High,0,0,0.273,182,4,0.0,0.2915254237288135,0.000984251968503937
063993004203,Sierra Vista Charter High,36.211241,-119.347793,225.0,13.0,3,1,17.307692307692307,0.0149682592716338,0.0425239156073909,-4.0,0.0,Tulare,Tulare Joint Union High,0,0,0.0937,304,36,0.0,0.4983050847457627,0.008858267716535433
063993006619,Tulare Union High,36.208601,-119.339163,1696.0,77.0,3,1,22.025974025974023,0.1132642833277647,0.054580853558707,504.0,0.2175588865096359,Tulare,Tulare Joint Union High,1,0,0.3252,277,316,0.0,0.4525423728813559,0.07775590551181102
063993006620,Tulare Western High,36.215114,-119.358654,2026.0,88.0,3,1,23.02272727272728,0.135315736719011,0.0571279231841412,479.0,0.2068522483940043,Tulare,Tulare Joint Union High,0,0,0.1356,290,153,0.0,0.47457627118644063,0.03764763779527559
063993011528,Countryside Community Day,36.195604,-119.357266,14.0,2.0,3,4,7.0,0.000868693618443,0.0161839863713798,-4.0,0.0,Tulare,Tulare Joint Union High,0,0,0.1117,244,5,0.0,0.3966101694915254,0.0012303149606299212
063993012084,Mission Oak High,36.19846,-119.29894,1613.0,68.0,3,1,23.72058823529412,0.1077180086869361,0.0589112135484517,413.0,0.1785867237687366,Tulare,Tulare Joint Union High,0,0,0.2017,198,213,0.0,0.31864406779661014,0.05241141732283464
063993013976,Accelerated Charter High,36.251957,-119.31002,173.0,10.0,3,1,17.3,0.0114934847978616,0.0425042589437819,-4.0,0.0,Tulare,Tulare Joint Union High,0,0,0.1595,297,37,0.0,0.48644067796610163,0.009104330708661417
063994006623,Tulelake High,41.949867,-121.47594,199.0,11.0,3,1,18.09090909090909,0.0132308720347477,0.0445253213566671,-4.0,0.0,Tulelake,Tulelake Basin Joint Unified,1,0,0.3637,43,28,0.0,0.055932203389830515,0.006889763779527559
063994006624,Tulelake Basin Elementary,41.955138,-121.478656,230.0,10.0,1,1,23.0,0.0153023722018042,0.0570698466780238,-4.0,0.0,Tulelake,Tulelake Basin Joint Unified,1,0,0.4451,284,44,0.0,0.4644067796610169,0.010826771653543307
064015000774,Barbara Benson Elementary,33.751057,-117.804733,343.0,13.0,1,1,26.384615384615383,0.0228533244236551,0.0657187786659677,-4.0,0.0,Tustin,Tustin Unified,0,0,0.0247,19,45,0.0,0.015254237288135592,0.01107283464566929
064015003488,C. E. Utt Middle,33.733866,-117.805282,672.0,30.0,2,1,22.4,0.0448379552288673,0.0555366269165247,-4.0,0.0,Tustin,Tustin Unified,0,0,0.0316,12,97,0.0,0.003389830508474575,0.02386811023622047
064015004783,Tustin Ranch Elementary,33.734138,-117.787596,531.0,19.0,1,1,27.94736842105263,0.0354159705980621,0.069712185062315,-4.0,0.0,Tustin,Tustin Unified,0,0,0.0953,82,35,0.0,0.12203389830508475,0.00861220472440945
064015006633,Arroyo Elementary,33.766603,-117.785667,512.0,19.0,1,1,26.94736842105263,0.0341463414634146,0.0671568187931498,-4.0,0.0,Santa Ana,Tustin Unified,0,0,0.0318,46,139,0.0,0.06101694915254237,0.03420275590551181
064015006635,Columbus Tustin Middle,33.750636,-117.819569,635.0,26.0,2,1,24.423076923076923,0.0423655195456064,0.060706329445682,-4.0,0.0,Tustin,Tustin Unified,1,0,0.3316,341,235,0.0,0.5610169491525424,0.0578248031496063
064015006636,Sycamore Magnet Academy,33.725769,-117.825881,1342.0,51.0,1,1,26.31372549019608,0.0896090878717006,0.0655376290209439,-4.0,0.0,Tustin,Tustin Unified,1,0,0.4802,413,287,0.0,0.6830508474576271,0.07062007874015748
064015006637,Helen Estock Elementary,33.749929,-117.826654,402.0,14.0,1,1,28.714285714285715,0.0267958569996658,0.0716719396446824,-4.0,0.0,Tustin,Tustin Unified,0,0,0.0972,187,102,0.0,0.3,0.025098425196850394
064015006638,Foothill High,33.766833,-117.797743,2317.0,85.0,3,1,27.258823529411764,0.1547611092549281,0.0679527006714099,1226.0,0.5267665952890792,Santa Ana,Tustin Unified,0,0,0.1675,119,441,0.0,0.18474576271186438,0.10851377952755906
